abstract;classe
tnf il il express dispar action curcumin against cisplatin induc nephrotox cisplatin regular employ effect chemotherapeut agent type main drawback cisplatin kidney patient mechan believ involv kidney damag inflamm play signific role event curcumin antioxid antiinflammatori effect purpos protect effect curcumin cisplatin induc nephrotox femal random control curcumin cisplatin curcumin plus cisplatin pretreat cisplatin plus curcumin posttreat cisplatin bodi curcumin bodi blood urea nitrogen bun creatinin albumin tnf tnf interleukin il beta il il il express histolog chang th after cisplatin inject acut kidney damag evid bun creatinin level addit cisplatin mark proinflammatori reveal signific tissu level tnf il il decreas il level pretreat curcumin cisplatin induc nephrotox clear evid bun creatinin tnf il il level albumin il level addit support histopatholog kidney posttreat curcumin fail cut down express neglect express il dispar action curcumin after pre posttreat cisplatin induc nephrotox inabl posttreat tnf il besid concurr rise il express renal tissu;Positive
gm arrest flavokawain kava chalcon heroverexpress breast cell herceptin her neu breast predict mortal compris breast flavokawain fka preferenti viabil heroverexpress breast cell line ie skbr mcf her versus less her express ie mcf mdamb fka cytotox breast cell line minim effect growth nonmalign breast epitheli mcfa cell fka induc gm arrest cell cycl heroverexpress breast cell line inhibit cdc cdcc phosphoryl downregul express myt wee lead cdc kinas activ addit fka induc apoptosi skbr cell protein express bim bax decreas express bcl bclx xiap survivin fka downregul protein express her inhibit akt phosphoryl herceptin plus fka lead enhanc growth inhibitori effect her overexpress breast cell line downregul myt wee skp survivin xiap result fka promis novel apoptosi induc block agent herceptin enhanc heroverexpress breast ;Positive
abt enhanc damag apoptosi human tcell acut lymphoblast leukemia molt cell abt belong new anticanc agent name bh mimet abt competit bind surfac hydrophob groov antiapoptot protein bcl famili counteract protect effect natur inhibit prolifer induc apoptosi differ type cell design effect abt human acut lymphoblast leukemia cell vitro cytotox activ agent against molt leukemia cell coulter electr imped comet assay flow cytometri light microscopi western blot techniqu result show abt mark decreas cell viabil damag cell cycl perturb synergist enhanc apoptosi molt cell compar after applic singl agent moreov simultan leukemia cell abt result reduct mitochondri membran potenti protein level upregul bax bcl ratio indic abt promis approach acut lymphoblast leukemia ;Positive
novel diprenyl chalcon inhibit prolifer cell vitro induc cell apoptosi arrest cell cycl phase doubl claisen rearrang synthet strategi total synthesi dimethyl medicagenin compound seri analog prepar novel diprenyl chalcon ring replac azaheterocycl structur twentytwo newli synthes compound confirm nmr nmr esim vitro cytotox target compound cell notic compound exhibit broadspectrum cytotox pc cell mdamb breast cell mda hel erythroleukemia cell ic indic compound induc apoptosi arrest cell cycl phase abov mention cell line compound display potent inhibitori activ against prolifer hel cell ic compound slight induc apoptosi arrest cell cycl phase hel cell preliminari structureact indic cell line pyridinyl essenti cytotox;Positive
ginkgol inhibit migrat breast cell inhibit nemo sumoyl nfkb activ ginkgol ga alkyl crude extract ginkgo biloba leav known anticanc activ mode action not well understood antimigratori activ ga against breast cell molecular mechan behind activ ga mixtur inhibit wound heal mcf mdamb breast cell none compound mixtur cytotox cell line test resazurin assay inhibit nfkb activ hek blue null report cell line furthermor inhibit degrad nuclear klight polypeptid gene enhanc bcell inhibitor alpha ikbalpha sumoyl assay reveal ga inhibit sumoyl nfkb essenti modul nemo molecular dock sumoactiv enzym ga bound activ adenyl site calcul affin kcal mol quantit rtpcr mixtur signific downregul urokinas plasminogen activ upa plasminogen activ inhibitor pai cxc chemokin receptor type cxcr matrix metalloproteinas mmp conclud ga reveal consider antimigratori activ noncytotox indic antimetastat activ low effect explain inhibit nemo sumoyl lead inhibit ikbalpha degrad consequ reduct nfkb activ lead downregul metastasi gene upa pai cxcr mmp;Positive
bisphenol activ egfr erk promot prolifer spheroid format resist egfr pathway inhibit esrneg breast cell evid epidemiolog link environment exposur aggress breast subtyp clinic distinct type breast lethal phenotyp variant breast ibc overexpress epiderm growth receptor egfr her esr er common ibc cell instead solid mass rapid prolifer diffus cell cluster demonstr role adapt antioxid acquir resist egfrtarget ibc environment known induc result perturb signal transduct pathway interest potenti egfr mitogen effect ibc erneg ibc cell subset epa toxcast set effect egfr activ phenotyp assay demonstr endocrinedisrupt bisphenol bpa bisphydroxyphenyl trichloroethan egfr erk signal bpa correspond express sod antiapoptot bcl key antioxid antiapoptot bpa potenti clonogen growth spheroid format vitro reflect ibcspecif patholog characterist furthermor bpa abl attenu inhibitori effect egfr target longerterm anchorageindepend growth assay potenti mechanist environment bpa potenti hyperprolif deathresist phenotyp cell activ mitogen pathway cell addict surviv;Positive
protect effect propofol against tnf induc apoptosi mediat via inhibit ino maintain intracellular ca homeostasi mous hippocamp ht cell inflamm cytokin tnf induc apoptosi neuron cell hypothes propofol attenu tnf induc apoptosi mous hippocamp ht cell mechan mous hippocamp ht cell pretreat propofol tnf cell viabil measur cell count kit cck cell apoptosi flow cytometri effect propofol tnfmodul nitric measur nitrat reductas assay kit intracellular calcium mitochondri membran potenti mmp depolar measur flow cytometri express induc nitric synthas ino ebp homolog protein chop bcell lymphoma bcl famili caspas detect western blot compar control tnf timedepend ht cell apoptosi attenu mol propofol tnf ng induc overexpress ino nitric accumul intracellular ca endoplasm reticulum er lead mitochondri dysfunct effect allevi mol propofol demonstr propofol attenu tnf induc ht apoptosi indic mechan involv ino ca mitochondri dysfunct;Positive
identif novel chalcon deriv inhibit notch signal tcell acut lymphoblast leukemia notch signal ration target harbour notch gain mutat tcell acut lymphoblast leukemia tall design synthet chalconederiv possess notch inhibitori activ low micro molar tall cell line structureact afford chalcon scaffold short term compound result dosedepend decreas notch signal activ halt cell cycl induc apoptosi leukemia cell growth taken togeth indic novel notch inhibitor against notchdepend ;Positive
benzylideneacetophenon deriv induc apoptosi radiationresist human breast cell via benzylideneacetophenon deriv hydroxymethoxyphenyl heptenon jc elicit cytotox effect mdamb human breast cellsradi resist cell mdamb rr dosedepend manner ic jc jcmediat apoptosi confirm subg cell popul jc disrupt mitochondri membran potenti express antiapoptot cell lymphoma protein express proapoptot bclassoci protein lead cleavag caspas caspas poli adpribos polymeras addit jc activ mitogenactiv protein kinas specif inhibitor kinas abrog jc induc apoptot bodi jc level intracellular ros enhanc macromolecular damag via lipid peroxid protein carbonyl strand breakag jc effect against radiationresist human breast cell;Positive
cytotox effect novel naphthylchalcon against cell focus hematolog malign chalcon natur compound describ literatur properti cytotox activ against type search new chemotherapeut agent still necessari cytotox mechan involv cell death induc synthet chalcon differ cell chalcon cell viabil twelv cell line depend manner cytotox against acut leukemia cell interest compound non cytotox normal cell nonhemolyt normal red blood cell chalcon decreas express cell prolifer ki block phase jurkat cell line cell morpholog featur apoptosi latter pattern agaros gel extern phosphatidylserin caspas parp cleavag chalcon mitochondri membran potenti decreas express antiapoptot protein bcl survivin express proapoptot protein bax confirm involv intrins pathway mitochondri permeabl result aif cytochrom endonucleas mitochondria cytosol addit chalcon express fasr induc bid cleavag show involv extrins pathway final chalcon synerg effect cytarabin vincristin result interest compound strong antitumor activ;Positive
anticanc activ hydroxi sulfonamideazobenzen platinum complex cisplatinresist ovarian cell anticanc activ complex wildtyp cisplatinresist acp ovarian cell complex exhibit ic below display activ acp cell line indic not crossresist cisplatin;Positive
synthesi structur nucleas activ cytotox dft molecular dock nitrato bridg homodinuclear cucu znzn complex bipyridin chalcon deriv coligand bind metal ion oo atom antisyn mode metal center complex separ via bridg nitrato distanc structur absorpt spectra support comput densiti theori dft tddft complex exhibit nucleas activ cleav supercoil complex preferenti bind groov pathway complex bind minor groov via hydrolyt pathway complex inhibit topoisomeras relax activ ic molecular dock support groov bind topoisomeras bind complex complex signific cytotox against hela cell line cervic cell line vitro ic calcul compar complex complex induc cell apoptosi laterstag compar complex cell apoptosi topoisomeras inhibit complex enabl potenti candid futur anticanc ;Positive
sechium edul jacq swartz new cultivar antiprolif potenti human cervic hela cell line sechium edul perla negra cultivar recentlyobtain biolog materi whose progenitor edul var nigrum minor edul var amarus silvestri latter report antiprolif activ against hela cell line methanol extract fruit perla negra cultivar biolog activ methanol extract phytochem thin layer chromatographi tlc column chromatographi cc terpen flavonoid compound via perform liquid chromatographi hplc cucurbitacin terpen fraction rutin phlorizidin myricetin quercetin naringenin phloretin apigenin galangin flavonoid fraction biolog activ differ methanol extract hela cell line normal methanol extract inhibit prolifer hela cell ic gml extract ic gml fraction pool inhibit gml biolog effect methanol extract perla negra specif inhibit cell not normal cell unusu featur molecul potenti biomed agent;Positive
centella asiatica modul cachexia associ cytokin cell death leukaem thp cell peripher blood mononuclear cell pbmcs cachexia associ proinflammatori cytokin level centella asiatica asiatica possess antioxid antiinflammatori antitumor potenti modul antioxid cytokin cell death asiatica ethanol leaf extract cle leukaem thp cell normal peripher blood mononuclear cell pbmcs cytotoxc cle scaveng activ cle diphenyl picrylhydrazyl dpph assay glutathion gsh level caspas activ adenosin triphosph atp level luminometri assay level tnf interleukin il ilbeta il enzymelink immunosorb assay cle decreas pbmc viabil cle cle thp viabil cle scaveng activ cle pbmc tnf il level decreas cle pbmc il ilbeta cle decreas cle thp cell cle decreas ilbeta il il level cell line cle gsh caspas activ cle pbmcs decreas cle thp cell cle decreas caspas activ atp level cell line pbmcs thp cell cle prove effect modul antioxid activ cytokin cell death thp cell cle decreas proinflammatori cytokin level antiinflammatori cytokin level allevi cachexia;Positive
compar antiprolif properti ethanol leaf extract anogeissus leiocarpus dc guill perr against hepg hepatocarcinoma cell epidemiolog evid lead death folklor plant reliabl sourc healthrestor principl welldocu search plant activ against diseas continu report laboratorybas evid relev ethanol leaf extract anogeissus leiocarpus al natur quantit flavonoid content involv quercetin gallic standard spectrophotometri cytotox fluorometr propidiumiodidestain antioxid status adenosin triphosph atp level caspas activ mitochondri integr fluorometri luminometri antioxid assay demonstr al possess strong antioxid capac compar compound ascorb butyl hydroxytoluen buttress level quantit extract posttreat indic al modul prolifer hepg carcinoma cell concentrationdepend manner total nuclei area propidiumiodid nuclei area buttress modul cell prolifer al indic cell death apoptosi necrosi possess tendenc activ caspas posttreat mitochondri not mitotox compar al exhibit mitotox taken togeth al possess strong antiprolif activ prospect manag hepatocellular carcinoma deserv ;Positive
apoptosi cell cycl arrest flavokawain ht human colon adenocarcinoma via enhanc ros generat upregul gadd inactiv inhibitor apoptosi protein chalcon exhibit anticanc properti target molecular pathway interest flavokawain fkc natur occur chalcon isol kava piper methysticum forst root extract inhibitori effect fkc growth ht cell mechan action cell viabil ht cell sulforhodamin assay after fkc apoptosi morpholog biochem assay ros generat dichlorofluorescein fluoresc stain superoxid dismutas activ measur spectrophotometr western blot chang protein level fkc mark decreas cell viabil ht cell cell dramat chang cellular nuclear morpholog typic apoptot featur apoptosi correl well extern phosphatidylserin fragment decreas mitochondri membran potenti activ caspas parp cleavag associ ros decreas sod activ protein level xiap ciap ciap downregul gadd upregul after fkc fkc induc cell cycl arrest phase via upregul pindepend manner result evid fkc potenti chemotherapeut colon adenocarcinoma flavokawain inhibit growth ht human colon adenocarcinoma cell flavokawain induc apoptosi ht cell associ ros decreas sod activ flavokawain induc cell cycl arrest phase via upregul ht cellsht cell flavokawain downregul xiap ciap ciap upregul gadd;Positive
novel quinolon chalcon target colchicinebind pocket kill multidrugresist cell inhibit tubulin activ mrp agent target colchicinebind pocket usual minim drugresist issu albeit associ chalconebas compound bind colchicinebind site edibl fruit effect less synthes quinolon chalcon compound methoxyphenyl oxopropenyl quinolinh ctr methoxymethoxyphenyl oxopropenyl quinolinh ctr promis lead ctr effect against differ cell line origin differ tissu larg cellspecif manner ctr ctr revers bind colchicinebind pocket betatubulin interest ctrs effect against multidrugresist cell colchicin paclitaxel vinblastin not ctr overcom multidrugresist abil imped mrp maintain strong inhibit against microtubul activ mice engraft mdamb tripleneg breast cell ctr ctr possess strong anticanc activ alon paclitaxel notabl effect togeth demonstr ctrs effect safe against differ against multidrugresist ;Positive
anticarcinogen activ muntingia calabura leav methanol extract against azoxymethan induc colon involv modul colon antioxid system flavonoid leav muntingia calabura elaeocarpacea tradit medic practic scientif pharmacolog activ anticanc effect not thorough yet object effect memcl against azoxymethan aom induc colon involv endogen antioxid materi male spraguedawley inject intraperiton onc aom except normal receiv salin anim administ oral tween vehicl normal tween vehicl memc after colon sampl histopatholog quantif aberr crypt foci colon antioxid level memc subject hplc extract exert signific anticarcinogenesi activ indic decreas total aberr crypt format antioxid activ colon tissu antioxid ie superoxid dismutas sod catalas cat glutathion gsh ie malonaldehyd mda level hplc demonstr presenc rutin muntingia calabura leav exert anticanc effect against aom induc colon via action flavonoid colon tissu antioxid activ;Positive
apoptosisinduc effect preapoptot gallic simul comet assay techniqu cell line pc demonstr effect gallic ga molecul cell line pc comet assay alkalin electrophoresi techniqu effect apoptot bad bclassoci death promot bak bcl homolog antagonist killer bim bcllike protein via simul auto dock gromac softwar mtt assay pc cell ic ga around ic pc cell comet pictur alkalin electrophoresi analys casp version softwar result thereaft analys spss version statist softwar ic ga ratio tail head alkalin electrophoresi below ic ga measur percent result preapoptot bad bak bim perform simul absenc presenc ga ga protein structur instabl bad protein effect ga explain creation hydrogen bond protein ga compound plant suppress cell growth induc apoptosi pc cell ic apoptot properti ga induc preapoptot ;Positive
effect nonsteroid antiinflammatori recurr risk hepatocellular carcinoma metaanalysi nonsteroid antiinflammatori nsaid risk type epidemiolog evid associ nsaid intak risk hepatocellular carcinoma hcc controversi prevent benefit nsaid hcc simultan search databas pubm embas web scienc scopus screen elig public total twelv articl publish countri retriev risk hcc user nsaid did not nsaid pool hazard ratio hr confid interv ci evid public bias begg test egger test stratifi categori nsaid user nonaspirin nsaid hr ci not aspirin hr ci statist signific hcc nsaid recurr risk hcc hr ci statist signific associ nsaid hcc mortal hr ci taken togeth metaanalysi demonstr nsaid recurr risk hcc;Positive
sulforaphan epigallocatechin gallat restor esr express modul epigenet event breast cell line mdamb systemat review metaanalysi epigenet modif gene activ express alter sequenc environ influenc gene express modif meaning prevent chronic diseas bioactiv compound eg curcumin epigallocatechin gallat egcg isothiocyan eg sulforaphan sfn regul histon acetyl systemat review metaanalysi effect sfn egcg breast bc cell cultur vitro enorm variabl protocol innumer gene involv apoptot cell mdamb cell line effect size es comput ratio mean effect sfn mdamb cell es confid interv focus impact egcg es confid interv effect bioactiv compound sfn egcg effect bc cell restor esr gene express modul epigenet chang event interf growth rate public bias limit generaliz highqual need;Positive
intravas sw colon cell spheroid blood endotheli barrier inhibit clinic flavonoid vitro mechan crc cell penetr blood microvessel endothelia metastasis poor understood blood endotheli cell bec barrier breach crc emboli vitro assay measur becfre area underneath sw cell spheroid call circular chemorepel induc defect ccid appear consequ endotheli retract adapt support western blot eia erod luciferas report assay inhibit alox nfkb sw cell bec attenu ccid fda approv vinpocetin inhibit aloxdepend hete synthesi ketotifen inhibit nfkb carbamazepin fenofibr inhibit hete nfkb attenu ccid format low furesist swr bec model guanfacin nifedipin proadifen inhibit ccid stronger nave sw bec model indic swr cell former silent yet unidentifi gene becam express target cours resist acquisit fenofibr flavonoid hispidulin apigenin medicin plant spice herb fruit attenu ccid format nave resist model fdaapprov foodflavonoid inhibit acquir intravas pathway attenu bec barrierbreach vitro warrant test compound crc model vivo;Positive
monitor exposur infant pollut hous dust health risk babi pollut hous dust greater adult young ingest dust up ten vulner exposur hous dust main exposur sourc infant allergen lead pbdes well sourc exposur pesticid pah gramneg bacteria arsenic cadmium chromium phthalat edc mutagen carcinogen median upper percentil hous dust lead pesticid pah exceed healthbas standard north america earli contact pollut young associ rate chronic ill asthma loss intellig adhd children adult potenti infant live area soil contamin automot industri emiss protect improv home clean hand wash babi live hous built prospect need protect against lead exposur home built even lead exposur risk pollut hous dust soil near hous infant exposur lifetim health cost improv earli learn adult intervent rapid payback larg evid home visit exposur children poor control asthma trigger return invest yr health cost tool famili home visit design dust exposur vacuum cleaner dirt finder hepa filtrat allergi control bed cover highqual door mat hepa air filter infant receiv exposur pollut dust home where spend where famili mitig control normal vacuum clean allow deep dust build up carpet where brought surfac becom airborn result activ carpet vacuum dirt finder allow famili threespot test monitor deep dust reinforc good clean habit motiv famili receiv home visit train outreach worker monitor dust exposur wk cost visit low reduct risk achiev improv home clean result famili receiv home visit mhes chws believ proven intervent exposur infant pollut hous dust recogn much learn improv effect ;Negative
effect propofol haemodynam propofol probabl popular intraven anaesthet daili practic known associ dosedepend cardiovascular compromis effect singl dose propofol cardiovascular eightysix asa ii patient sex schedul elect thorac surgeri enrol midazolam premed patient receiv epidur paravertebr cathet surgeri swanganz cathet map co svi pap pcwp svri pvri lvswi rwswi cpp measur after propofol microg fentanyl spontan respir propofol heart rate pap pvri pcwp decreas map ci svi lvswi rvswi cpp decreas svri unchang result indic propofol moder compromis cardiac contractil afterload right ventricl signific effect coronari perfus pressur cardiovascular compromis clinic insignific caution requir propofol administ larger dose;Negative
acut postischem esr agonist esrbeta agonist improv myocardi recoveri after ischemia reperfus injuri femal heart demonstr improv recoveri compar male protect role estrogen acut postischem betaestradiol attenu myocardi dysfunct unknown esr er mediat acut cardioprotect hypothes postischem infus esr agonist propylh pyrazoletriyl trisphenol ppt esr agonist bishydroxyphenyl propionitril dpn improv myocardi after injuri isol perfus heart langendorff adult male subject minut ischemia minut reperfus heart per random infus perfus ppt dpn nmol throughout reperfus after heart tissu tnf tnf interleukin il beta vascular endotheli growth vegf lactat dehydrogenas ldh postischem nmol ppt improv myocardi addit nmol dpn myocardi recoveri after injuri maximum benefit nmol dose trend level ldh note dpn ppttreat after injuri ppt dpn myocardi tnf ilbeta level myocardi vegf note ppttreat compar control esr esr involv mediat induc rapid cardioprotect after injuri er subtyp benefit male femal myocardi ischemia;Negative
mass balanc pop hazard municip solid wast inciner amount differ persist organ pollut pop input wast inciner compar output case rotari kiln inciner hazard wast grate furnac inciner municip solid wast msw grate furnac coinciner plastic wast electr electron equip weee automot shredder residu asr msw mass balanc pcbs rotari kiln indic pop destroy effect inciner grate furnac sink sourc pcdd fs pcbs depend inciner wast compar total amount pop input output methodolog wherebi amount pop weigh minim risk dose mrds potenc inciner pcdd fs pcbs polyaromat hydrocarbon pah main contributor total weigh pop output msw pcdd fs pbdd fs polybromin diphenyleth pbdes main contributor weigh pop input ratio weigh popinput over output clear indic rotari kiln inciner hazard wast weigh pop sink grate furnac inciner msw weigh pop sink sourc depend popconcentr wast differ output input limit eg asr plastic weee pbdes pcbs coinciner grate furnac clear weigh pop sink;Negative
angiotensin convert enzym inhibitor protect against cardiac complic anthracyclin doxorubicin dox despit cardiac anthracyclin chemotherapeut agent play role breast angiotensinconvert enzym inhibitor acei protect against cardiac patient receiv dox total patient receiv dox mason comprehens clinic univers minnesota multig blood pool imag muga scan echocardiogram perform review patient absolut drop eject fraction ef below compar did not declin ef impact patient variabl concurr medic ef drop logist regress median age year old femal diagnosi breast lymphoma spite baselin ef patient patient signific drop ef dox adjust age oddsratio ef drop associ acei acei protect effect cumul dox dose betablock aspirin did not appear predict protect not statist signific acei dox protect against dox warrant ;Negative
risk colon associ genet polymorph smad genomewid associ gwas smad associ singl nucleotid polymorph snp smad gene rs rs rs gwas larg populationbas casecontrol colon rs associ statist signific risk colon oddsratio confid interv ci linear trend tt genotyp compar cc genotyp cc genotyp rs snp invers associ colon ci tt genotyp signific differ associ polymorph stratifi age site sex famili histori oddsratio smad colon individu report aspirin nonsteroid antiinflammatori ci cc genotyp rs polymorph ci tt genotyp rs polymorph result compar oddsratio ci rs ci individu did not aspirin nonsteroid antiinflammatori signific associ rs snp snps smad result corrobor gwas colon point smad reinforc interest snps gene;Negative
cerb express esr progesteron receptor prognost paramet endometri carcinoma endometri carcinoma ec common malign femal genit tract immunohistochem ihc analys er pr cerbb perform ec case detect stain erbb case statist signific cerbb pr not statist signific cerbb stain er not statist signific differ cerbb histolog grade level cerbb grade case not statist signific cerbb menstrual status myometri invas lymph node status stage surviv addit evid potenti prognost role cerbb prospect control requir valid clinic ;Negative
effect electroacupunctur differ acupoint sevofluran anesthesia patient undergo resect supratentori effect electroacupunctur ea differ acupoint sevofluran anesthet requir resect supratentori speed postoper recoveri total case supratentori resect patient random equal alloc general anesthesia ga eaproxim acupoint eapa eadist acupoint eada supratentori patient anesthet sevofluran surgeri proxim acupoint fengchi gb tianzhu bl cuanzhu bl yuyao exhn formesr acupoint lattesr acupoint penetr needl distant acupoint hegu li waiguan te jinmen bl taichong lr zusan st qiuxu gb craniotomi ea hz hz toler electr strength begin anesthesia till end surgic oper patient anesthet inhal propofol sufentanil microg vecuronium bromid maintain sevofluran endtid sevofluran minimum alveolar mac bispectr index bis speed recoveri record ga endtid anesthesia mainten timepoint post skull drill dura incis intracrani oper eapa timepoint post skull drill skull open dura incis intracrani oper eada mac sevofluran timepoint skull drill eada skull open dura incis intracrani oper dura sutur eapa eada ea proxim distant acupoint expir mac sevofluran anesthesia mainten acceler recoveri after ceas anesthesia supratentori resect patient;Negative
nonsteroid antiinflammatori risk associ nsaid epidemiolog evid effect medic hundr twentyseven subject melanomafre control complet structur interview risk unadjust oddsratio oddsratio nonaspirin nsaid ci subject control after adjust risk ci aspirin user unadjust ci adjust ci pilot evid signific associ analges risk potenti confound conflict report literatur metaanalysi appropri;Negative
subchron oral cardiovascular safeti pharmacolog natur occur prevent activ subchron oral cd receiv daili gavag dose beagl dog receiv daili capsul dose induc minim consist doserel reduct bodi gain femal sex dog statist signific bilirubin level dose clinic hematolog ophthalmolog neurotox batteri organ gross patholog biolog signific evid dose cardiomyopathi microscop chang histopatholog chang dog limit minim infiltr kidney urinari not toxicolog signific cardiovascular safeti pharmacolog telemetri dog reveal evid bodi effect advers effect level noael dog appar cardioprotect activ demonstr potenti activ extend beyond efficaci prevent;Negative
phytochem antioxid capac decoct adenanthera pavonina thespesia populnea decoct prepar bark adenanthera pavonina thespesia populnea herbal formul prescrib sri lanka patient year design phytochem antioxid properti total flavonoid folinciocalteau aluminum chlorid colorimetr gallic content decoct highperform liquid chromatographi antioxid properti diphenylpicrylhydrazyl dpph assay nitric scaveng assay deoxyribos power decoct total flavonoid gallic decoct gallic equival epigallocatechingal equival ec dpph nitric scaveng deoxyribos assay power decoct decoct prepar pavonina populnea nutraceut;Negative
nonaspirin nonsteroid antiinflammatori primari nongastrointestin summari evid evid aspirin effect pharmacodynam nonsteroid antiinflammatori nsaid site discuss literatur uncertainti actual effect nsaid aspirin nongastrointestin summar best avail evid primari effect nonaspirin nsaid nongastrointestin inclus criteria narrat systemat review clinic guidelin not primari control effect nonaspirin nsaid prevent nongastrointestin healthi individu retriev databas guidelinesgov bmj clinic evid trip databas uptod medlin cancerlit embas cinahl isi web scienc scopus independ review elig extract review crosscheck nondupl articl elig report conflict result statist signific associ nonaspirin nsaid risk lung ovari skin head neck risk renal cell carcinoma statist signific methodolog limit confid result did not suffici evid support nonaspirin nsaid primari varieti nongastrointestin scenario caution routin nonaspirin nsaid addit wellconduct control evid issu concern risk exposur;Negative
histogram wholeles enhanc differenti clear cell papillari subtyp renal cell compar histogram voxelbas wholeles wl enhanc qualit regionofinterest roi enhanc discrimin renal cell rcc subtyp clear cell rcc ccrcc papillari rcc prcc institut review boardapprov hipaacompli retrospect patient underw magnet reson mr imag prior surgeri rcc januari januari threedimension fatsuppress tweight gradientecho corticomedullari phase acquisit after agent transfer workstat autom registr semiautom segment rcc perform percent enhanc comput pervoxel sipost sipr sipr where sipr sipost indic signal intens after enhanc wl quantit paramet mean median third quartil enhanc histogram distribut paramet kurtosi skew comput lesion wl enhanc paramet compar roibas qualit regard diagnost accuraci interread agreement differenti ccrcc prcc prccs ccrccs patholog ccrcc wl mean median third quartil enhanc compar prcc hade kurtosi skew third quartil enhanc accuraci area curv discrimin ccrcc prcc accuraci qualit not roi enhanc wl enhanc paramet interread agreement compar roi enhanc qualit discrimin ccrcc prcc wl enhanc histogram feasibl potenti differenti ccrcc prcc;Negative
tapentadol er manag moder sever chronic pain chronic noncancerrel pain larg proport adult popul difficult manag effect opioid analges reliev chronic pain differ etiolog opioid associ effect patient qualiti life lead complianc treatmenttapentadol central act analges mechan action opioid receptor agon norepinephrin reuptak inhibit avail extendedreleas formul manag chronic pain review efficaci tapentadol extend er manag moder sever chronic nocicept neuropath pain efficaci result summar phase tapentadol er patient moder sever chronic osteoarthr knee pain clinicaltrialsgov nct nct low back pain nct pain diabet peripher neuropathi dpn nct oneyear phase tapentadol er patient moder sever chronic osteoarthr pain low back pain nct pool patient osteoarthr knee pain low back pain summari compar toler tapentadol er activ compar oxycodon control cr tapentadol er bid effect manag moder sever chronic osteoarthr knee pain low back pain pain dpn tapentadol er bid compar pain relief oxycodon hcl cr bid chronic osteoarthr knee pain low back pain over up year tapentadol er bid associ improv toler profil gastrointestin toler profil rate discontinu advers eventrel discontinu compar oxycodon hcl cr bid over up year patient osteoarthr knee pain low back pain differ design durat phase limit efficaci result nevertheless demonstr broad tapentadol er differ type nocicept neuropath pain tapentadol er bid moder sever osteoarthr pain low back pain pain dpn efficaci oxycodon hcl cr bid patient osteoarthr low back pain tapentadol er associ gastrointestin toler complianc oxycodon cr tapentadol er option longterm manag chronic pain;Negative
effect fibrin clot inhibitor immunomodulatori efficaci bacillus calmettegurin nonmuscleinvas differ clinic outcom nonmuscleinvas patient take fibrin clotinhibit fci medic aspirin clopidogrel warfarin receiv bacillus calmettegurin bcg compar counterpart not take anticoagul review boardapprov databas queri patient receiv cours bcg patient minimum month followup recurrencefre surviv rfs cystectomyfre surviv surviv diseasespecif surviv kaplanmei stratifi fci status logist regress predict rate bcg fci status patient patient take aspirin clopidogrel warfarin bcg specif fci associ differ cystectomyfre surviv surviv diseasespecif surviv likelihood recurr warfarin clopidogrel rfs patient take aspirin trend rfs not statist signific p contrari postul inhibitori molecular effect fci bcgbind activ did not signific impact bcg efficaci concomit medic bcg aspirin potenti to bcg warrant ;Negative
